env/path/root,env/path/name,env/path/client,model/model,model/conv_type,model/pool_type,model/eblock,model/elayer,model/dblock,model/depth,model/width,model/width_scaling,model/kernel_size,model/strides,model/bneck,model/branches,model/order,model/norm,model/activ,model/attn_msk,model/embed,model/loss_weights,train/xs/dat,train/ys/lbl/head,train/ys/lbl/n_classes,train/ys/lbl/loss,train/ys/lbl/metric,train/trainer/seed,train/trainer/n_folds,train/trainer/batch_size,train/trainer/iters,train/trainer/steps,train/trainer/valid_freq,train/trainer/lr,train/trainer/lr_alpha,train/trainer/lr_decay,train/trainer/contrastive_scale,train/trainer/callbacks,env/path/param_csv,train/trainer/log_dir
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/10
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/11
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/12
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/13
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/14
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/15
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/16
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/17
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/18
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/19
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/20
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/21
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/22
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,conv,conv,conv,1,conv,7,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/23
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/24
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/25
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/26
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/27
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/28
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/29
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/30
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,5,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/31
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/32
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/33
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/34
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/35
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/36
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/37
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 1, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/38
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,ae,aspp,conv,conv,1,conv,6,4,2.0,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,64,"{'ctr': 0, 'euc': 0, 'ned': 0, 'cls_anc': 1, 'cls_unk': 1}",,encoder_classifier,1,sce,dice,0,1,7,2000,100,1,0.0001,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_02-30-40_PST_hyper.csv,/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_02-30-40_PST/39
